"MIBiG entry","Compound name","Class","Order","Enzyme","Module","Nonlinearity","Substrate","Product","Product_ID","Quality","DOI","R_group"
"BGC0002098","","",14.0,"AORI_2949",11,"","2098-13;malonyl-CoA","N=C(N(C)CCC/C=C/CC(C)/C=C/CCCC(/C=C(C(O)C(/C=C/C=C/C=C/C=C/C(O)=O)C)\C)C)N","2098-14","","",""
"BGC0002098","","",15.0,"AORI_2950",12,"","2098-14;methylmalonyl-CoA","N=C(N(C)CCC/C=C/CC(C)/C=C/CCCC(/C=C(C(O)C(/C=C/C=C/C=C/C=C/C=C(C(O)=O)\C)C)\C)C)N","2098-15","","",""
"BGC0002098","","",16.0,"Start","","","D-glucose","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","2098-16","","",""
"BGC0002098","","",17.0,"AORI_2940","","","2098-16","OC([C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O)=O","2098-17","","",""
"BGC0002098","","",18.0,"AORI_2943","","","Glycine;succinyl-CoA","O=C(O)CCC(CN)=O","2098-18","","",""
"BGC0002098","","",19.0,"AORI_2944","","","2098-18","O=C([R])CCC(CN)=O","2098-19","","","R=SCoA"
"BGC0002098","","",20.0,"?","","","2098-19","OC(CC1)=C(N)C1=O","2098-20","","",""
"BGC0002098","","",21.0,"AORI_2941,AORI_2942","","","2098-15;2098-17;2098-20","OC([C@H]1O[C@@H](O[C@H](C(/C=C/C=C/C=C/C=C/C=C(C(NC2=C(O)CCC2=O)=O)\C)C)/C(C)=C/C(C)CCC/C=C/C(C)C/C=C/CCCN(C)C(N)=N)[C@H](O)[C@@H](O)[C@@H]1O)=O","2098","","",""
"BGC0002098","","","","","","","","","","","",""
"BGC0002098","","","","AORI_2941;AORI_2942","","","2098-14;2098-15;2098-16","OC([C@H]1O[C@@H](O[C@H](C(/C=C/C=C/C=C/C=C/C=C(C(NC2=C(O)CCC2=O)=O)\C)C)/C(C)=C/C(C)CCC/C=C/C(C)C/C=C/CCCNC(N)=N)[C@H](O)[C@@H](O)[C@@H]1O)=O","2098","","",""
"BGC0002100","Colibrimycin","NRPS (Type 1);other (other)",1.0,"DBP21_21635,DBP21_21640,DBP21_21645","","","malonyl-CoA;malonyl-CoA;malonyl-CoA","OC(/C=C\C=C\C=C\C)=O","2100-1","","10.1128/AEM.01839-21.",""
"BGC0002100","","",2.0,"DBP21_21655,?",1,"","2100-1;diaminopropionic acid","OC(C(CN)NC(/C=C\C=C\C=C\C)=O)=O","2100-2","","",""
"BGC0002100","","",3.0,"DBP21_21655,?",2,"","2100-2;chlorinated tryptophan","OC(/C(NC(C(CN)NC(/C=C\C=C\C=C\C)=O)=O)=C/C1=CNC2=C1C=CC(Cl)=C2)=O","2100-3","","",""
"BGC0002100","","",4.0,"DBP21_21655",3,"","2100-3;aspartic acid","OC(C(NC(/C(NC(C(CN)NC(/C=C\C=C\C=C\C)=O)=O)=C/C1=CNC2=C1C=CC(Cl)=C2)=O)C(C(O)=O)OC)=O","2100-4","","",""
"BGC0002100","","",5.0,"DBP21_21655","TE","","2100-4","OC(C(NC(/C(NC(C(CN)NC(/C=C\C=C\C=C\C)=O)=O)=C/C1=CNC2=C1C=CC(Cl)=C2)=O)C(C(O)=O)OC)=O","2100","","",""
"BGC0002101","Heronamide A;Heronamide B;Heronamide C","PKS (Type 1)",1.0,"hrnA1",0,"","propylmalonyl-CoA","OC(CCCC)=O","2101-1","","10.1002/cbic.201500281",""
"BGC0002101","","",2.0,"hrnA1",1,"","2101-1;malonyl-CoA","OC(C/C=C/CCC)=O","2101-2","","",""
"BGC0002101","","",3.0,"hrnA1",2,"","2101-2;malonyl-CoA","OC(C/C=C/C=C/CCC)=O","2101-3","","",""
"BGC0002101","","",4.0,"hrnA2;hrnC",3,"","2101-3;malonyl-CoA","OC(/C=C/C/C=C/C=C/CCC)=O","2101-4","","",""
"BGC0002101","","",5.0,"hrnU","","","2101-4;Glycine","OC(CC(NCC(O)=O)C/C=C/C=C/CCC)=O","2101-5","","",""
"BGC0002101","","",6.0,"hrnI","","","2101-5","OC(CC(N)C/C=C/C=C/CCC)=O","2101-6","","",""
"BGC0002101","","",7.0,"(hrnJ;hrnS),hrnL","","","2101-6","OC(CC(NC([C@H]([R])N)=O)C/C=C/C=C/CCC)=O","2101-7","","","R=?"
"BGC0002101","","",8.0,"hrnK,hrnB",4,"","2101-7;malonyl-CoA","O=C([C@H]([R])N)NC(C/C=C/C=C/CCC)C/C=C/C(O)=O","2101-8","","","R=?"
"BGC0002101","","",9.0,"hrnB",5,"","2101-8;methylmalonyl-CoA","O=C([C@H]([R])N)NC(C/C=C/C=C/CCC)C/C=C/C=C(C)/C(O)=O","2101-9","","","R=?"
"BGC0002101","","",10.0,"hrnD",6,"","2101-9;malonyl-CoA","O=C([C@H]([R])N)NC(C/C=C/C=C/CCC)C/C=C/C=C(C)/C=C/C(O)=O","2101-10","","","R=?"
"BGC0002101","","",11.0,"hrnD",7,"","2101-10;malonyl-CoA","O=C([C@H]([R])N)NC(C/C=C/C=C/CCC)C/C=C/C=C(C)/C=C/C=C/C(O)=O","2101-11","","","R=?"
"BGC0002101","","",12.0,"hrnE",8,"{'Inactive':['DH']}","2101-11;malonyl-CoA","O=C([C@H]([R])N)NC(C/C=C/C=C/CCC)C/C=C/C=C(C)/C=C/C=C/[C@@H](O)CC(O)=O","2101-12","","","R=?"
"BGC0002101","","",13.0,"hrnF",9,"","2101-12;methylmalonyl-CoA","O=C([C@H]([R])N)NC(C/C=C/C=C/CCC)C/C=C/C=C(C)/C=C/C=C/[C@@H](O)C/C=C(C)/C(O)=O","2101-13","","","R=?"
"BGC0002101","","",14.0,"hrnF",10,"","2101-13;malonyl-CoA","O=C([C@H]([R])N)NC(C/C=C/C=C/CCC)C/C=C/C=C(C)/C=C/C=C/[C@@H](O)C/C=C(C)/C=C/C(O)=O","2101-14","","","R=?"
"BGC0002101","","",15.0,"hrnG",11,"","2101-14;malonyl-CoA","O=C([C@H]([R])N)NC(C/C=C/C=C/CCC)C/C=C/C=C(C)/C=C/C=C/[C@@H](O)C/C=C(C)/C=C/C=C/C(O)=O","2101-15","","","R=?"
"BGC0002101","","",16.0,"hrnP","","","2101-15","NC(C/C=C/C=C/CCC)C/C=C/C=C(C)/C=C/C=C/[C@@H](O)C/C=C(C)/C=C/C=C/C(O)=O","2101-16","","",""
"BGC0002101","","",17.0,"hrnG","TE","","2101-16","CC(/C=C/C=C\[C@@H](O)C/C=C(C)/C=C/C=C/1)=C\C=C\C[C@@H](C/C=C/C=C/CCC)NC1=O","2101-17","","",""
"BGC0002101","Heronamide C","",18.0,"hrnO","","","2101-17","CC(/C=C/C=C\[C@@H](O)[C@@H](O)/C=C(C)/C=C/C=C/1)=C\C=C\C[C@@H](C/C=C/C=C/CCC)NC1=O","2101(1)","","",""
"BGC0002101","Heronamide B","",19.0,"?","","","2101(1)","O[C@@H]1C=C[C@@]2([H])[C@](/C(C)=C/C=C/[C@@]([C@](/C=C/C(C)=C2)([H])C[C@@H](C/C=C/C=C/CCC)N3)([H])C3=O)([H])[C@@H]1O","2101(2)","","",""
"BGC0002101","Heronamide A","",20.0,"?","","","2101(1)","O[C@@H]1C=C[C@@](/C=C(C)/[C@]2([H])[C@](C(N3[C@@]2([H])[C@@H](O)C[C@H]3C/C=C/C=C/CCC)=O)([H])/C=C\C=C4/C)([H])[C@]4([H])[C@@H]1O","2101(3)","","",""
"BGC0002102","Pladienolide B","PKS (Unknown)",1.0,"pldAI",0,"","methylmalonyl-CoA","OC(CC)=O","2102-1","","10.1039/d0sc01928c",""
"BGC0002102","","",2.0,"pldAI",1,"","2102-1;methylmalonyl-CoA","OC([C@H](C)[C@@H](O)CC)=O","2102-2","","",""
"BGC0002102","","",3.0,"pldAI",2,"","2102-2;malonyl-CoA","OC(/C=C/[C@H](C)[C@@H](O)CC)=O","2102-3","","",""
"BGC0002102","","",4.0,"pldAI",3,"","2102-3;methylmalonyl-CoA","OC([C@@H](C)C/C=C/[C@H](C)[C@@H](O)CC)=O","2102-4","","",""
"BGC0002102","","",5.0,"pldAII",4,"","2102-4;malonyl-CoA","OC(/C=C/[C@@H](C)C/C=C/[C@H](C)[C@@H](O)CC)=O","2102-5","","",""
"BGC0002102","","",6.0,"pldAII;pldAIII",5,"","2102-5;methylmalonyl-CoA","OC(/C(C)=C/C=C/[C@@H](C)C/C=C/[C@H](C)[C@@H](O)CC)=O","2102-6","","",""
"BGC0002102","","",7.0,"pldAIII",6,"","2102-6;methylmalonyl-CoA","OC([C@H](C)[C@H](O)/C(C)=C/C=C/[C@@H](C)C/C=C/[C@H](C)[C@@H](O)CC)=O","2102-7","","",""
"BGC0002102","","",8.0,"pldAIII",7,"","2102-7;malonyl-CoA","OC(/C=C/[C@H](C)[C@H](O)/C(C)=C/C=C/[C@@H](C)C/C=C/[C@H](C)[C@@H](O)CC)=O","2102-8","","",""
"BGC0002102","","",9.0,"pldAIV",8,"","2102-8;methylmalonyl-CoA","OC([C@H](C)[C@H](O)/C=C/[C@H](C)[C@H](O)/C(C)=C/C=C/[C@@H](C)C/C=C/[C@H](C)[C@@H](O)CC)=O","2102-9","","",""
"BGC0002102","","",10.0,"pldAIV",9,"","2102-9;malonyl-CoA","OC(CC[C@H](C)[C@H](O)/C=C/[C@H](C)[C@H](O)/C(C)=C/C=C/[C@@H](C)C/C=C/[C@H](C)[C@@H](O)CC)=O","2102-10","","",""
"BGC0002102","","",11.0,"pldAV",10,"","2102-10;malonyl-CoA","O=C(C[C@H](O)CC[C@H](C)[C@H](O)/C=C/[C@H](C)[C@H](O)/C(C)=C/C=C/[C@@H](C)C/C=C/[C@H](C)[C@@H](O)CC)O","2102-11","","",""
"BGC0002102","","",12.0,"pldAV, ?","TE","","2102-11","C[C@@H]([C@@H](O1)[C@H]1C[C@@H](/C=C/C=C([C@H]([C@@H](C)/C=C/[C@H](OC(C)=O)[C@@](O)(C)CC[C@@H](O)C2)OC2=O)\C)C)[C@@H](O)CC","2102","","",""
"BGC0002102","","","","","","","","","","","",""
"BGC0002102","","","","","","","","","","","",""
"BGC0002102","","","","","","","","","","","",""
"BGC0002106","Rimocidin","PKS (Modular type 1)",1.0,"IH19_RS0119170",0,"","Ethylmalonyl-CoA","OC(CCC)=O","2106-1","","10.1016/j.chembiol.2004.02.017",""
"BGC0002106","","",2.0,"IH19_RS0119135",1,"","2106-1;malonyl-CoA","OC(CCC)CC(O)=O","2106-2","","",""
"BGC0002106","","",3.0,"IH19_RS0119135",2,"","2106-2;malonyl-CoA","OC(CCC)C/C=C/C(O)=O","2106-3","","",""
"BGC0002106","","",4.0,"IH19_RS0119135",3,"","2106-3;malonyl-CoA","OC(CCC)C/C=C/C=C/C(O)=O","2106-4","","",""
"BGC0002106","","",5.0,"IH19_RS0119135",4,"","2106-4;malonyl-CoA","OC(CCC)C/C=C/C=C/C=C/C(O)=O","2106-5","","",""
"BGC0002106","","",6.0,"IH19_RS0119115",5,"","2106-5;malonyl-CoA","OC(/C=C/C=C/C=C/C=C/CC(O)CCC)=O","2106-6","","",""
"BGC0002106","","",7.0,"IH19_RS0119115",6,"","2106-6;malonyl-CoA","OC(CC(O)/C=C/C=C/C=C/C=C/CC(O)CCC)=O","2106-7","","",""
"BGC0002106","","",8.0,"IH19_RS0119115",7,"","2106-7;methylmalonyl-CoA","OC(C(C)C(O)CC(O)/C=C/C=C/C=C/C=C/CC(O)CCC)=O","2106-8","","",""
"BGC0002106","","",9.0,"?",8,"","2106-8;malonyl-CoA","OC(CC(O)C(C)C(O)CC(O)/C=C/C=C/C=C/C=C/CC(O)CCC)=O","2106-9","","",""
"BGC0002106","","",10.0,"?",9,"","2106-9;malonyl-CoA","OC(CC(CC(O)C(C)C(O)CC(O)/C=C/C=C/C=C/C=C/CC(O)CCC)=O)=O","2106-10","","",""
"BGC0002106","","",11.0,"?",10,"","2106-10;malonyl-CoA","OC(CC(O)CC(CC(CC(O)C(C)C(O)CC(O)/C=C/C=C/C=C/C=C/CC(O)CCC)=O)=O)=O","2106-11","","",""
"BGC0002106","","",12.0,"?",11,"","2106-11;malonyl-CoA","OC(CCCC(O)CC(CC(CC(O)C(C)C(O)CC(O)/C=C/C=C/C=C/C=C/CC(O)CCC)=O)=O)=O","2106-12","","",""
"BGC0002106","","",13.0,"?",12,"","2106-12;malonyl-CoA","OC(CC(CCCC(O)CC(CC(CC(O)C(C)C(O)CC(O)/C=C/C=C/C=C/C=C/CC(O)CCC)=O)=O)=O)=O","2106-13","","",""
"BGC0002106","","",14.0,"?",13,"","2106-13;ethylmalonyl-CoA","O=C(O)C(C(O)CC(CCCC(O)CC(CC(CC(O)C(C)C(O)CC(O)/C=C/C=C/C=C/C=C/CC(O)CCC)=O)=O)=O)CC","2106-14","","",""
"BGC0002106","","",15.0,"IH19_RS0119090/IH19_RS1000000150160","TE","","2106-14","OC(CCCC(CC(C(CC)C(OC(CCC)C/C=C/C=C/C=C/C=C/C(O)C1)=O)O)=O)CC2(O)OC1C(C)C(O)C2","2106-15","","",""
"BGC0002106","","",16.0,"Start","","","Mycosamine","O[C@H]1[C@H](O)[C@H](N)[C@@H](O)[C@@H](C)O1","2106-16","","",""
"BGC0002106","","",17.0,"?","","","2106-15;2106-16","OC(CCCC(CC(C(CC)C(OC(CCC)C/C=C/C=C/C=C/C=C/C(O[C@H]1[C@H](O)[C@H](N)[C@@H](O)[C@@H](C)O1)C2)=O)O)=O)CC3(O)OC2C(C(O)=O)C(O)C3","2106","","",""
"BGC0002108","Cinnapeptin","NRPS (Type 1)",1.0,"?","","","Malonyl-CoA;Malonyl-CoA;Malonyl-CoA;Malonyl-CoA;Malonyl-CoA","OC(/C=C/C1=C(C)C=CC=C1)=O","2108-1","","10.1002/anie.202009611",""
"BGC0002108","","",2.0,"cip22",1,"","2108-1;D-alloThreonine","OC([C@@H]([C@@H](C)O)NC(/C=C/C1=C(C)C=CC=C1)=O)=O","2108-2","","",""
"BGC0002108","","",3.0,"cip22",2,"","2108-2;D-Phenylalanine","OC([C@@H](CC1=CC=CC=C1)NC([C@@H]([C@@H](C)O)NC(/C=C/C2=C(C)C=CC=C2)=O)=O)=O","2108-3","","",""
"BGC0002108","","",4.0,"cip22",3,"","2108-3;L-Leucine","OC([C@H](CC(C)C)NC([C@@H](CC1=CC=CC=C1)NC([C@@H]([C@@H](C)O)NC(/C=C/C2=C(C)C=CC=C2)=O)=O)=O)=O","2108-4","","",""
"BGC0002108","","",5.0,"cip22",4,"","2108-4;D-Tyrosine","OC([C@@H](CC1=CC=C(O)C=C1)NC([C@H](CC(C)C)NC([C@@H](CC2=CC=CC=C2)NC([C@@H]([C@@H](C)O)NC(/C=C/C3=C(C)C=CC=C3)=O)=O)=O)=O)=O","2108-5","","",""
"BGC0002108","","",6.0,"cip22",5,"","2108-5;D-Lysine","OC([C@@H](CCCCN)NC([C@@H](CC1=CC=C(O)C=C1)NC([C@H](CC(C)C)NC([C@@H](CC2=CC=CC=C2)NC([C@@H]([C@@H](C)O)NC(/C=C/C3=C(C)C=CC=C3)=O)=O)=O)=O)=O)=O","2108-6","","",""
"BGC0002108","","",7.0,"cip23,cip25",6,"","2108-6;L-Leucine","OC([C@H]([C@H](C(C)C)O)NC([C@@H](CCCCN)NC([C@@H](CC1=CC=C(O)C=C1)NC([C@H](CC(C)C)NC([C@@H](CC2=CC=CC=C2)NC([C@@H]([C@@H](C)O)NC(/C=C/C3=C(C)C=CC=C3)=O)=O)=O)=O)=O)=O)=O","2108-7","","",""
"BGC0002108","","",8.0,"cip23",7,"","2108-7;L-Serine","OC([C@H](CO)NC([C@H]([C@H](C(C)C)O)NC([C@@H](CCCCN)NC([C@@H](CC1=CC=C(O)C=C1)NC([C@H](CC(C)C)NC([C@@H](CC2=CC=CC=C2)NC([C@@H]([C@@H](C)O)NC(/C=C/C3=C(C)C=CC=C3)=O)=O)=O)=O)=O)=O)=O)=O","2108-8","","",""
"BGC0002108","","",9.0,"cip23",8,"","2108-8;L-Tyrosine","OC([C@H](CC1=CC=C(O)C=C1)NC([C@H](CO)NC([C@H]([C@H](C(C)C)O)NC([C@@H](CCCCN)NC([C@@H](CC2=CC=C(O)C=C2)NC([C@H](CC(C)C)NC([C@@H](CC3=CC=CC=C3)NC([C@@H]([C@@H](C)O)NC(/C=C/C4=C(C)C=CC=C4)=O)=O)=O)=O)=O)=O)=O)=O)=O","2108-9","","",""
"BGC0002108","","",10.0,"cip23",9,"","2108-9;D-alloThreonine","OC([C@@H]([C@@H](C)O)NC([C@H](CC1=CC=C(O)C=C1)NC([C@H](CO)NC([C@H]([C@H](C(C)C)O)NC([C@@H](CCCCN)NC([C@@H](CC2=CC=C(O)C=C2)NC([C@H](CC(C)C)NC([C@@H](CC3=CC=CC=C3)NC([C@@H]([C@@H](C)O)NC(/C=C/C4=C(C)C=CC=C4)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O","2108-10","","",""
"BGC0002108","","",11.0,"cip24,cip25",10,"","2108-10;L-Leucine","O=C([C@H]([C@H](C(C)C)O)NC([C@@H]([C@@H](C)O)NC([C@H](CC1=CC=C(O)C=C1)NC([C@H](CO)NC([C@H]([C@H](C(C)C)O)NC([C@@H](CCCCN)NC([C@@H](CC2=CC=C(O)C=C2)NC([C@H](CC(C)C)NC([C@@H](CC3=CC=CC=C3)NC([C@@H]([C@@H](C)O)NC(/C=C/C4=C(C)C=CC=C4)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)O","2108-11","","",""
"BGC0002108","","",12.0,"cip24","TE","","2108-11","O=C(N[C@@H](CC(C)C)C(N[C@H](CC1=CC=C(O)C=C1)C(N[C@@H](C(N[C@@H]([C@@H](O)C(C)C)C(N[C@H](C(N[C@H](C(N[C@H]([C@H](O)C)C2=O)=O)CC3=CC=C(O)C=C3)=O)CO)=O)=O)CCCCN)=O)=O)[C@H](NC([C@H](NC(/C=C/C4=CC=CC=C4C)=O)[C@H](OC([C@@H](N2)[C@@H](O)C(C)C)=O)C)=O)CC5=CC=CC=C5","2108","","",""
"BGC0002108","","","","","","","","","","","",""
"BGC0002109","Kitacinnamycin A;Kitacinnamycin B;Kitacinnamycin C;Kitacinnamycin D;Kitacinnamycin E;Kitacinnamycin F","NRPS (Type 1)",1.0,"QDJ74266.1,QDJ74265.1,QDJ74264.1,QDJ74263.1,QDJ74262.1,QDJ74259.1,QDJ74258.1,QDJ74257.1,QDJ74256.1","","","Malonyl-CoA;Malonyl-CoA;Malonyl-CoA;Malonyl-CoA;Malonyl-CoA;Malonyl-CoA","C/C=C/C=C/C=C/C=C/C=C/C(O)=O","2109-1","","10.1039/c9sc00815b",""
"BGC0002109","","",2.0,"QDJ74267.1,QDJ74285.1","","","2109-1","OC(/C=C/C=C/C=C\C=C\C=C\C)=O","2109-2","","",""
"BGC0002109","","",3.0,"QDJ74267.1,QDJ74285.1","","","2109-2","OC(/C=C/C1=CC=CC=C1/C=C/C)=O","2109-3","","",""
"BGC0002109","","",4.0,"QDJ74273.1",1,"","2109-3;","OC([C@@H]([C@@H](C)O)NC(/C=C/C1=CC=CC=C1/C=C/C)=O)=O","2109-4","","",""
"BGC0002109","","",5.0,"QDJ74273.1",2,"","2109-4","OC([C@@H](CC(N)=O)NC([C@@H]([C@@H](C)O)NC(/C=C/C1=CC=CC=C1/C=C/C)=O)=O)=O","2109-5","","",""
"BGC0002109","","",6.0,"QDJ74273.1",3,"","2109-5;(Valine/Isoleucine)","OC([C@H](NC([C@@H](CC(N)=O)NC([C@@H]([C@@H](C)O)NC(/C=C/C1=CC=CC=C1/C=C/C)=O)=O)=O)[C@H]([R])C)=O","2109-6","","","R=Me/Et"
"BGC0002109","","",7.0,"QDJ74273.1",4,"","2109-6","OC([C@H](CC1=CC=CC=C1)N(C([C@H](NC([C@@H](CC(N)=O)NC([C@@H]([C@@H](C)O)NC(/C=C/C2=CC=CC=C2/C=C/C)=O)=O)=O)[C@H]([R])C)=O)C)=O","2109-7","","","R=Me/Et"
"BGC0002109","","",8.0,"QDJ74274.1",5,"","2109-7","OC([C@H](C(C)C)NC([C@H](CC1=CC=CC=C1)N(C([C@H](NC([C@@H](CC(N)=O)NC([C@@H]([C@@H](C)O)NC(/C=C/C2=CC=CC=C2/C=C/C)=O)=O)=C)[C@H]([R])C)=O)C)=O)=O","2109-8","","","R=Me/Et"
"BGC0002109","","",9.0,"QDJ74275.1",6,"","2109-8","OC(CNC([C@H](C(C)C)NC([C@H](CC1=CC=CC=C1)N(C([C@H](NC([C@@H](CC(N)=O)NC([C@@H]([C@@H](C)O)NC(/C=C/C2=CC=CC=C2/C=C/C)=O)=O)=O)[C@H]([R])C)=O)C)=O)=O)=O","2109-9","","","R=Me/Et"
"BGC0002109","","",10.0,"QDJ74275.1",7,"","2109-9","OC(CNC(CNC([C@H](C(C)C)NC([C@H](CC1=CC=CC=C1)N(C([C@H](NC([C@@H](CC(N)=O)NC([C@@H]([C@@H](C)O)NC(/C=C/C2=CC=CC=C2/C=C/C)=O)=O)=C)[C@H]([R])C)=O)C)=O)=O)=O)=O","2109-10","","","R=Me/Et"
"BGC0002109","","",11.0,"QDJ74275.1",8,"","2109-10","OC([C@H](C(C)C)NC(CNC(CNC([C@H](C(C)C)NC([C@H](CC1=CC=CC=C1)N(C([C@H](NC([C@@H](CC(N)=O)NC([C@@H]([C@@H](C)O)NC(/C=C/C2=CC=CC=C2/C=C/C)=O)=O)=C)[C@H]([R])C)=O)C)=O)=O)=O)=O)=O","2109-11","","","R=Me/Et"
"BGC0002109","","",12.0,"QDJ74275.1",9,"","2109-11","O=C([C@H](CC(C)C)NC([C@H](C(C)C)NC(CNC(CNC([C@H](C(C)C)NC([C@H](CC1=CC=CC=C1)N(C([C@H](NC([C@@H](CC(N)=O)NC([C@@H]([C@@H](C)O)NC(/C=C/C2=CC=CC=C2/C=C/C)=O)=O)=C)[C@H]([R])C)=O)C)=O)=O)=O)=O)=O)O","2109-12","","","R=Me/Et"
"BGC0002109","","",13.0,"QDJ74275.1","TE","","2109-12","C/C=C/C1=CC=CC=C1/C=C/C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC2=CC=CC=C2)C(N[C@@H](C(NCC(NCC(N[C@@H]3C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H]([R])C)=O)=O)[C@H](OC([C@H](CC(C)C)NC3=O)=O)C)=O","2109-13","","","R=Me/Et"
"BGC0002109","","",14.0,"QDJ74279.1","","","2109-13","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H]([R])C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/CO","2109-14","","","R=Me/Et"
"BGC0002109","","",15.0,"Start","","","N-acetylglucosamine","O[C@H]1[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@@H](CO)O1","2109-15","","",""
"BGC0002109","","",16.0,"Start","","","D-glucose","O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1","2109-16","","",""
"BGC0002109","","",17.0,"QDJ74280.1","","","2109-14;2109-15","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H]([R])C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O[C@H]4[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@@H](CO)O4)=O","2109-17","","","R=Me/Et"
"BGC0002109","Kitacinnamycin C","",18.0,"QDJ74280.1","","","2109-14;2109-15","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)C(C)C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O[C@H]4[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@@H](CO)O4)=O","2109(1)","","","R=Me"
"BGC0002109","Kitacinnamycin D","",19.0,"QDJ74280.1","","","2109-14;2109-15","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H](CC)C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O[C@H]4[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@@H](CO)O4)=O","2109(2)","","","R=Et"
"BGC0002109","","",20.0,"QDJ74279.1","","","2109-14","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H]([R])C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C([H])=O","2109-18","","","R=Me/Et"
"BGC0002109","","",21.0,"QDJ74279.1","","","2109-18","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H]([R])C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O)=O","2109-19","","","R=Me/Et"
"BGC0002109","Kitacinnamycin E","",23.0,"QDJ74279.1","","","2109-18","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)C(C)C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O)=O","2109(3)","","","R=Me"
"BGC0002109","Kitacinnamycin F","",24.0,"QDJ74279.1","","","2109-18","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H](CC)C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O)=O","2109(4)","","","R=Et"
"BGC0002109","","",25.0,"QDJ74280.1","","","2109-19;2109-16;2109-16","O=C(N[C@@H](C(N[C@H](CC(N)=O)C(N[C@H](C(N([C@@H](CC1=CC=CC=C1)C(N[C@@H](C(NCC(NCC(N[C@@H]2C(C)C)=O)=O)=O)C(C)C)=O)C)=O)[C@@H]([R])C)=O)=O)[C@H](OC([C@H](CC(C)C)NC2=O)=O)C)/C=C/C3=CC=CC=C3/C=C/C(O[C@H]4[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)[C@@H](O)[C@H](O)[C@@H](CO)O4)=O","2109-20","","","R=Me/Et"
